"","date","title","artist","genre1","peak_pos","last_pos","weeks","rank","change","energy","liveness","tempo","speechiness","acousticness","instrumentalness","time_signature","danceability","key","duration_ms","loudness","valence","mode","spotify_link","spotify_id","analysis_url"
"1689",2004-06-12,"Ride Wit U","joe","hip hop/rap",56,95,14,93,"2",0.604,0.0439,101.981,0.0702,0.0212,0,4,0.796,2,251880,-5.376,0.722,0,"https://embed.spotify.com/?uri=spotify:track:28DDh8OK8Ls6dWEwz1Tm1A","28DDh8OK8Ls6dWEwz1Tm1A","https://api.spotify.com/v1/audio-analysis/28DDh8OK8Ls6dWEwz1Tm1A"
"1690",2003-01-25,"Girl Talk","tlc","pop",28,91,14,96,"-5",0.763,0.0587,95.005,0.111,0.061,0.0000283,4,0.867,2,216000,-4.38,0.632,1,"https://embed.spotify.com/?uri=spotify:track:34svP2z0HVW7aPfdlUqOVo","34svP2z0HVW7aPfdlUqOVo","https://api.spotify.com/v1/audio-analysis/34svP2z0HVW7aPfdlUqOVo"
"1691",2003-04-19,"Damaged","tlc","pop",53,53,4,71,"-18",0.864,0.13,95.038,0.0357,0.065,0.00732,4,0.65,2,232560,-7.181,0.711,1,"https://embed.spotify.com/?uri=spotify:track:0jliD42neYL4TpDhWDaeWS","0jliD42neYL4TpDhWDaeWS","https://api.spotify.com/v1/audio-analysis/0jliD42neYL4TpDhWDaeWS"
"1692",2003-08-16,"Still Ballin","2pac","hip hop/rap",69,98,20,92,"6",0.72,0.0465,99,0.153,0.0087,0,4,0.944,2,169800,-5.105,0.679,1,"https://embed.spotify.com/?uri=spotify:track:12sc7i4QKzGuFE3tbnNEeP","12sc7i4QKzGuFE3tbnNEeP","https://api.spotify.com/v1/audio-analysis/12sc7i4QKzGuFE3tbnNEeP"
"1693",2007-07-07,"Don't Matter","akon","hip hop/rap",1,36,23,48,"-12",0.457,0.222,125.249,0.0414,0.24,0,4,0.79,2,293053,-6.231,0.355,1,"https://embed.spotify.com/?uri=spotify:track:7I6DceMT3utDOHjcYCbrr4","7I6DceMT3utDOHjcYCbrr4","https://api.spotify.com/v1/audio-analysis/7I6DceMT3utDOHjcYCbrr4"
"1694",2011-05-14,"Angel","akon","hip hop/rap",56,96,10,83,"13",0.851,0.22,125.887,0.0322,0.0897,0,4,0.567,2,215227,-2.465,0.361,1,"https://embed.spotify.com/?uri=spotify:track:6LBcHFbzmKSgGjZapRE2B5","6LBcHFbzmKSgGjZapRE2B5","https://api.spotify.com/v1/audio-analysis/6LBcHFbzmKSgGjZapRE2B5"
"1695",2006-07-01,"Ghetto Story","cham","alternative/rock",99,0,1,99,"New",0.638,0.19,107.136,0.302,0.355,0,5,0.57,2,284955,-5.289,0.689,1,"https://embed.spotify.com/?uri=spotify:track:2aRnHWdrhWMXTCOVPiYOdi","2aRnHWdrhWMXTCOVPiYOdi","https://api.spotify.com/v1/audio-analysis/2aRnHWdrhWMXTCOVPiYOdi"
"1696",2006-10-07,"Ghetto Story Chapter 2","cham","alternative/rock",77,90,7,89,"1",0.638,0.19,107.136,0.302,0.355,0,5,0.57,2,284955,-5.289,0.689,1,"https://embed.spotify.com/?uri=spotify:track:2aRnHWdrhWMXTCOVPiYOdi","2aRnHWdrhWMXTCOVPiYOdi","https://api.spotify.com/v1/audio-analysis/2aRnHWdrhWMXTCOVPiYOdi"
"1697",2016-11-26,"Sit Still, Look Pretty","daya","pop",28,36,24,38,"-2",0.767,0.181,181.818,0.261,0.12,0,4,0.659,2,200717,-3.016,0.554,1,"https://embed.spotify.com/?uri=spotify:track:1sSNWjLtY4GwyhqAwAnPD9","1sSNWjLtY4GwyhqAwAnPD9","https://api.spotify.com/v1/audio-analysis/1sSNWjLtY4GwyhqAwAnPD9"
"1698",2011-04-30,"Red Nation","game","hip hop/rap",62,0,1,62,"New",0.885,0.368,175.932,0.355,0.0938,0,4,0.412,2,230013,-3.186,0.291,1,"https://embed.spotify.com/?uri=spotify:track:4ueRxd0tx3rWqm92hgNS1R","4ueRxd0tx3rWqm92hgNS1R","https://api.spotify.com/v1/audio-analysis/4ueRxd0tx3rWqm92hgNS1R"
"1699",2002-08-10,"Here To Stay","korn","alternative/rock",72,100,12,100,"0",0.948,0.35,100.013,0.0425,0.00000719,0.771,4,0.567,2,270813,-5.263,0.358,1,"https://embed.spotify.com/?uri=spotify:track:5Ler34ZubbAlh2O6FY2BBD","5Ler34ZubbAlh2O6FY2BBD","https://api.spotify.com/v1/audio-analysis/5Ler34ZubbAlh2O6FY2BBD"
"1700",2007-03-17,"Freak On A Leash (Unplugged)","korn","alternative/rock",89,0,1,89,"New",0.898,0.39,103.293,0.052,0.0000223,0.105,4,0.353,2,255733,-5.877,0.525,1,"spotify:track:6W21LNLz9Sw7sUSNWMSHRu","6W21LNLz9Sw7sUSNWMSHRu","https://api.spotify.com/v1/audio-analysis/6W21LNLz9Sw7sUSNWMSHRu"
"1701",2006-08-12,"Coming Undone","korn","alternative/rock",79,96,6,96,"0",0.677,0.0646,150.125,0.0554,0.000855,0.000247,4,0.696,2,199773,-4.178,0.551,1,"https://embed.spotify.com/?uri=spotify:track:261QAU5PAmYYv0KPr0vc49","261QAU5PAmYYv0KPr0vc49","https://api.spotify.com/v1/audio-analysis/261QAU5PAmYYv0KPr0vc49"
"1702",2009-12-12,"Uprising","muse","alternative/rock",37,54,20,63,"-9",0.905,0.117,128.019,0.0775,0.000202,0.064,4,0.602,2,304840,-4.046,0.411,1,"https://embed.spotify.com/?uri=spotify:track:4VqPOruhp5EdPBeR92t6lQ","4VqPOruhp5EdPBeR92t6lQ","https://api.spotify.com/v1/audio-analysis/4VqPOruhp5EdPBeR92t6lQ"
"1703",2013-04-20,"Try","p!nk","pop",9,43,24,47,"-4",0.629,0.0944,103.998,0.0299,0.00141,0,4,0.673,2,247907,-7.072,0.551,1,"https://embed.spotify.com/?uri=spotify:track:01DSvNTUsVROjnSF5j3UbD","01DSvNTUsVROjnSF5j3UbD","https://api.spotify.com/v1/audio-analysis/01DSvNTUsVROjnSF5j3UbD"
"1704",2013-11-02,"Just Give Me A Reason","p!nk","pop",1,46,36,48,"-2",0.547,0.132,95.002,0.0489,0.346,0.000302,4,0.778,2,242733,-7.273,0.441,1,"https://embed.spotify.com/?uri=spotify:track:1qHaLcG3LOeh6ZB8vii5ZZ","1qHaLcG3LOeh6ZB8vii5ZZ","https://api.spotify.com/v1/audio-analysis/1qHaLcG3LOeh6ZB8vii5ZZ"
"1705",2002-01-26,"I'm A Survivor","reba","country",49,97,19,98,"-1",0.646,0.0853,88.834,0.0356,0.373,0,4,0.634,2,187373,-4.937,0.512,1,"https://embed.spotify.com/?uri=spotify:track:0Fvw3mm5xy6CgsOWJWBs8s","0Fvw3mm5xy6CgsOWJWBs8s","https://api.spotify.com/v1/audio-analysis/0Fvw3mm5xy6CgsOWJWBs8s"
"1706",2007-05-05,"Top Back","t.i.","hip hop/rap",29,61,20,67,"-6",0.678,0.381,160.074,0.3,0.0103,0,4,0.597,2,282413,-5.743,0.659,1,"https://embed.spotify.com/?uri=spotify:track:6t3W3QtsnGrK4BVFEGxr5r","6t3W3QtsnGrK4BVFEGxr5r","https://api.spotify.com/v1/audio-analysis/6t3W3QtsnGrK4BVFEGxr5r"
"1707",2008-06-28,"Coconut Juice","tyga","hip hop/rap",94,0,1,94,"New",0.773,0.284,84.026,0.243,0.00118,0,4,0.565,2,199413,-5.121,0.397,1,"https://embed.spotify.com/?uri=spotify:track:04aweMzj1HaG9jN5mwZPtD","04aweMzj1HaG9jN5mwZPtD","https://api.spotify.com/v1/audio-analysis/04aweMzj1HaG9jN5mwZPtD"
"1708",2009-09-12,"Chillin","wale","hip hop/rap",99,0,1,99,"New",0.912,0.331,98.936,0.245,0.0175,0,4,0.759,2,204533,-2.941,0.354,1,"https://embed.spotify.com/?uri=spotify:track:4HYc74wPEfUAhlQFm4fZHa","4HYc74wPEfUAhlQFm4fZHa","https://api.spotify.com/v1/audio-analysis/4HYc74wPEfUAhlQFm4fZHa"
"1709",2017-02-11,"Running Back","wale","hip hop/rap",100,0,1,100,"New",0.671,0.161,127.133,0.144,0.0823,0,4,0.587,2,215360,-4.48,0.1,1,"spotify:track:2h3i5tGUl6hMu572umjcGo","2h3i5tGUl6hMu572umjcGo","https://api.spotify.com/v1/audio-analysis/2h3i5tGUl6hMu572umjcGo"
"1710",2016-05-21,"True Colors","zedd","pop",74,0,1,74,"New",0.794,0.104,126.023,0.0371,0.398,0.0000395,4,0.568,2,224867,-3.317,0.489,0,"https://embed.spotify.com/?uri=spotify:track:7I04GCxIwuB1EPFm9pA6XJ","7I04GCxIwuB1EPFm9pA6XJ","https://api.spotify.com/v1/audio-analysis/7I04GCxIwuB1EPFm9pA6XJ"
"1711",2018-05-26,"Stir Fry","Migos","pop",8,50,21,44,"6",0.816,0.159,181.967,0.269,0.00299,0,4,0.815,2,190288,-5.474,0.498,1,"spotify:track:2UVbBKQOdFAekPTRsnkzcf","2UVbBKQOdFAekPTRsnkzcf","https://api.spotify.com/v1/audio-analysis/2UVbBKQOdFAekPTRsnkzcf"
"1712",2018-02-10,"Gang Gang","Migos","pop",73,0,1,73,"New",0.601,0.112,180.046,0.144,0.272,0,4,0.635,2,181319,-9.837,0.515,1,"spotify:track:6RKkHI2fkmgZq7uQPPav8f","6RKkHI2fkmgZq7uQPPav8f","https://api.spotify.com/v1/audio-analysis/6RKkHI2fkmgZq7uQPPav8f"
"1713",2016-04-23,"When We Were Young","adele","pop",14,58,20,70,"-12",0.139,0.248,111.023,0.0935,0.866,0,3,0.566,2,216935,-16.208,0.461,1,"https://embed.spotify.com/?uri=spotify:track:1ZSShfTy3KnAh491YeN2uC","1ZSShfTy3KnAh491YeN2uC","https://api.spotify.com/v1/audio-analysis/1ZSShfTy3KnAh491YeN2uC"
"1714",2012-07-07,"Set Fire To The Rain","adele","pop",1,43,43,49,"-6",0.683,0.125,108.003,0.0253,0.00382,0.00000179,4,0.61,2,241693,-3.879,0.466,0,"https://embed.spotify.com/?uri=spotify:track:3CKCZ9pfwAfoMZlMncA1Nc","3CKCZ9pfwAfoMZlMncA1Nc","https://api.spotify.com/v1/audio-analysis/3CKCZ9pfwAfoMZlMncA1Nc"
"1715",2015-12-12,"Remedy","adele","pop",87,0,1,87,"New",0.168,0.105,161.896,0.0342,0.856,0.827,3,0.255,2,237222,-15.899,0.135,1,"https://embed.spotify.com/?uri=spotify:track:26NYwqu3WmanT6IwoqEDSN","26NYwqu3WmanT6IwoqEDSN","https://api.spotify.com/v1/audio-analysis/26NYwqu3WmanT6IwoqEDSN"
"1716",2013-09-21,"Body Party","ciara","hip hop/rap",22,53,20,53,"0",0.599,0.134,134.023,0.0549,0.0216,0,4,0.58,2,237253,-5.872,0.106,1,"https://embed.spotify.com/?uri=spotify:track:16C3J2WNhVYSNkpIQRtG2A","16C3J2WNhVYSNkpIQRtG2A","https://api.spotify.com/v1/audio-analysis/16C3J2WNhVYSNkpIQRtG2A"
"1717",2002-05-11,"My Sacrifice","creed","pop",4,37,29,49,"-12",0.868,0.113,146.304,0.0479,0.0000928,0.00000189,4,0.315,2,294600,-6.02,0.289,1,"https://embed.spotify.com/?uri=spotify:track:3SVBgQZFmT5uXlLZ2i5GFt","3SVBgQZFmT5uXlLZ2i5GFt","https://api.spotify.com/v1/audio-analysis/3SVBgQZFmT5uXlLZ2i5GFt"
"1718",2000-12-02,"Higher","creed","pop",7,50,57,49,"1",0.826,0.225,155.84,0.0352,0.0000488,0.000185,4,0.454,2,316733,-6.302,0.451,1,"spotify:track:1ZozJfi8u9cO2Ob8KwiwNT","1ZozJfi8u9cO2Ob8KwiwNT","https://api.spotify.com/v1/audio-analysis/1ZozJfi8u9cO2Ob8KwiwNT"
"1719",2003-01-25,"One Last Breath","creed","pop",6,27,34,42,"-15",0.697,0.347,126.266,0.0336,0.0088,0.00214,4,0.388,2,238240,-5.827,0.215,1,"https://embed.spotify.com/?uri=spotify:track:10941s6U9guB7kMnTSrxqu","10941s6U9guB7kMnTSrxqu","https://api.spotify.com/v1/audio-analysis/10941s6U9guB7kMnTSrxqu"
"1720",2016-04-23,"Hotline Bling","drake","hip hop/rap",2,38,36,50,"-12",0.639,0.0382,134.963,0.0549,0.00226,0.000315,4,0.893,2,267024,-7.857,0.579,1,"https://embed.spotify.com/?uri=spotify:track:1UfBAJfmofTffrae5ls6DA","1UfBAJfmofTffrae5ls6DA","https://api.spotify.com/v1/audio-analysis/1UfBAJfmofTffrae5ls6DA"
"1721",2015-11-21,"Digital Dash","drake","hip hop/rap",62,90,7,99,"-9",0.542,0.235,140.028,0.13,0.00323,0.0000033,4,0.893,2,231231,-7.676,0.325,1,"spotify:track:0GR7iJLhj80KD5LkA14ZRn","0GR7iJLhj80KD5LkA14ZRn","https://api.spotify.com/v1/audio-analysis/0GR7iJLhj80KD5LkA14ZRn"
"1722",2015-03-07,"6 God","drake","hip hop/rap",83,0,1,83,"New",0.623,0.125,105.45,0.106,0.0248,0,4,0.859,2,180667,-8.596,0.482,1,"https://embed.spotify.com/?uri=spotify:track:0GQKP2WgHvBA8Nzb4xZu36","0GQKP2WgHvBA8Nzb4xZu36","https://api.spotify.com/v1/audio-analysis/0GQKP2WgHvBA8Nzb4xZu36"
"1723",2016-02-06,"Right Hand","drake","hip hop/rap",58,91,19,94,"-3",0.301,0.089,100.519,0.237,0.117,0,4,0.915,2,190595,-7.657,0.351,1,"https://embed.spotify.com/?uri=spotify:track:0MAubp6s6yJTTaVQtX0VVB","0MAubp6s6yJTTaVQtX0VVB","https://api.spotify.com/v1/audio-analysis/0MAubp6s6yJTTaVQtX0VVB"
"1724",2013-12-28,"Pound Cake / Paris Morton Music 2","drake","hip hop/rap",65,94,10,98,"-4",0.749,0.114,164.137,0.549,0.135,0.0000155,4,0.517,2,433800,-6.767,0.27,1,"https://embed.spotify.com/?uri=spotify:track:1HDaPtZuixue2q6VGNRdVO","1HDaPtZuixue2q6VGNRdVO","https://api.spotify.com/v1/audio-analysis/1HDaPtZuixue2q6VGNRdVO"
"1725",2016-06-18,"9","drake","hip hop/rap",45,72,5,87,"-15",0.71,0.237,99.994,0.0437,0.000907,0.000783,4,0.699,2,255787,-7.381,0.0388,1,"https://embed.spotify.com/?uri=spotify:track:4uCAKqQQYJaIvyzq4sZkaO","4uCAKqQQYJaIvyzq4sZkaO","https://api.spotify.com/v1/audio-analysis/4uCAKqQQYJaIvyzq4sZkaO"
"1726",2008-01-19,"1234","feist","pop",51,59,15,85,"-26",0.491,0.0859,109.933,0.0504,0.219,0.00000199,4,0.71,2,183667,-7.382,0.638,1,"https://embed.spotify.com/?uri=spotify:track:2CzWeyC9zlDpIOZPUUKrBW","2CzWeyC9zlDpIOZPUUKrBW","https://api.spotify.com/v1/audio-analysis/2CzWeyC9zlDpIOZPUUKrBW"
"1727",2007-10-20,"1, 2, 3, 4","feist","pop",8,8,4,27,"-19",0.491,0.0859,109.933,0.0504,0.219,0.00000199,4,0.71,2,183667,-7.382,0.638,1,"https://embed.spotify.com/?uri=spotify:track:2CzWeyC9zlDpIOZPUUKrBW","2CzWeyC9zlDpIOZPUUKrBW","https://api.spotify.com/v1/audio-analysis/2CzWeyC9zlDpIOZPUUKrBW"
"1728",2015-07-11,"No Sleeep","janet","pop",67,0,1,67,"New",0.399,0.108,88.003,0.0953,0.0229,0.0262,4,0.737,2,206233,-8.479,0.391,1,"https://embed.spotify.com/?uri=spotify:track:2FjjommEnvOoMOEz7qo6cQ","2FjjommEnvOoMOEz7qo6cQ","https://api.spotify.com/v1/audio-analysis/2FjjommEnvOoMOEz7qo6cQ"
"1729",2001-08-11,"All For You","janet","pop",1,43,22,49,"-6",0.925,0.104,113.528,0.0867,0.0178,0.125,3,0.752,2,330027,-3.288,0.692,1,"spotify:track:0UdqZQEbRWTkNXlh5kl2L8","0UdqZQEbRWTkNXlh5kl2L8","https://api.spotify.com/v1/audio-analysis/0UdqZQEbRWTkNXlh5kl2L8"
"1730",2001-11-03,"Someone To Call My Lover","janet","pop",3,42,20,52,"-10",0.914,0.156,127.907,0.041,0.135,0.000672,4,0.729,2,272360,-4.043,0.921,1,"spotify:track:3cNtjgYi1Z6zR35fOiNtuZ","3cNtjgYi1Z6zR35fOiNtuZ","https://api.spotify.com/v1/audio-analysis/3cNtjgYi1Z6zR35fOiNtuZ"
"1731",2015-08-15,"No Sleeep","janet","pop",63,0,2,63,"Re-Entry",0.399,0.108,88.003,0.0953,0.0229,0.0262,4,0.737,2,206233,-8.479,0.391,1,"https://embed.spotify.com/?uri=spotify:track:2FjjommEnvOoMOEz7qo6cQ","2FjjommEnvOoMOEz7qo6cQ","https://api.spotify.com/v1/audio-analysis/2FjjommEnvOoMOEz7qo6cQ"
"1732",2014-01-25,"Holy Grail","jay-z","hip hop/rap",4,33,27,43,"-10",0.539,0.249,145.075,0.0908,0.0635,0.00000812,4,0.685,2,338413,-6.964,0.157,0,"https://embed.spotify.com/?uri=spotify:track:37jTPJgwCCmIGMPB45jrPV","37jTPJgwCCmIGMPB45jrPV","https://api.spotify.com/v1/audio-analysis/37jTPJgwCCmIGMPB45jrPV"
"1733",2002-02-02,"Girls, Girls, Girls","jay-z","hip hop/rap",17,94,17,100,"-6",0.955,0.161,82.976,0.353,0.15,0,4,0.543,2,275373,-4.415,0.716,0,"https://embed.spotify.com/?uri=spotify:track:0vzb8Ii9B2fP9c0POFGPOZ","0vzb8Ii9B2fP9c0POFGPOZ","https://api.spotify.com/v1/audio-analysis/0vzb8Ii9B2fP9c0POFGPOZ"
"1734",2002-03-30,"Standing Still","jewel","pop",25,57,20,64,"-7",0.647,0.113,123.889,0.0344,0.115,0.00000612,4,0.618,2,271733,-7.308,0.315,1,"https://embed.spotify.com/?uri=spotify:track:1V1Zit6cgKzpewBwMjm3zB","1V1Zit6cgKzpewBwMjm3zB","https://api.spotify.com/v1/audio-analysis/1V1Zit6cgKzpewBwMjm3zB"
"1735",2008-05-31,"Stronger Woman","jewel","pop",84,93,10,99,"-6",0.796,0.284,169.865,0.051,0.185,0.00000119,4,0.441,2,242693,-4.049,0.554,1,"https://embed.spotify.com/?uri=spotify:track:4S0SN8LHWeNgFVb3GFV4lV","4S0SN8LHWeNgFVb3GFV4lV","https://api.spotify.com/v1/audio-analysis/4S0SN8LHWeNgFVb3GFV4lV"
"1736",2009-12-12,"TiK ToK","ke$ha","pop",1,5,38,3,"2",0.667,0.283,120.046,0.121,0.0608,0,4,0.745,2,199733,-6.781,0.633,0,"https://embed.spotify.com/?uri=spotify:track:6zQlRd6tvEVJm59P8PMj7o","6zQlRd6tvEVJm59P8PMj7o","https://api.spotify.com/v1/audio-analysis/6zQlRd6tvEVJm59P8PMj7o"
"1737",2014-11-29,"Handsome And Wealthy","migos","pop",79,88,8,90,"-2",0.665,0.094,146.031,0.101,0.00348,0,4,0.858,2,210557,-2.907,0.237,1,"https://embed.spotify.com/?uri=spotify:track:61zTSexBvC42Db8jxMHuKx","61zTSexBvC42Db8jxMHuKx","https://api.spotify.com/v1/audio-analysis/61zTSexBvC42Db8jxMHuKx"
"1738",2017-02-18,"Culture","migos","pop",93,0,1,93,"New",0.816,0.159,181.967,0.269,0.00299,0,4,0.815,2,190288,-5.474,0.498,1,"spotify:track:2UVbBKQOdFAekPTRsnkzcf","2UVbBKQOdFAekPTRsnkzcf","https://api.spotify.com/v1/audio-analysis/2UVbBKQOdFAekPTRsnkzcf"
"1739",2017-12-31,"Stir Fry","migos","pop",94,0,1,94,"New",0.816,0.159,181.967,0.269,0.00299,0,4,0.815,2,190288,-5.474,0.498,1,"spotify:track:2UVbBKQOdFAekPTRsnkzcf","2UVbBKQOdFAekPTRsnkzcf","https://api.spotify.com/v1/audio-analysis/2UVbBKQOdFAekPTRsnkzcf"
"1740",2004-07-17,"Whoknows","musiq","pop",65,92,13,100,"-8",0.639,0.333,119.696,0.0931,0.181,0,4,0.502,2,295000,-7.225,0.296,1,"https://embed.spotify.com/?uri=spotify:track:5EV1gwMwXeRls3cU59bDj4","5EV1gwMwXeRls3cU59bDj4","https://api.spotify.com/v1/audio-analysis/5EV1gwMwXeRls3cU59bDj4"
"1741",2000-12-16,"(Hot S**t) Country Grammar","nelly","hip hop/rap",7,36,34,49,"-13",0.673,0.155,162.781,0.108,0.00802,0,4,0.872,2,287000,-6.879,0.527,1,"spotify:track:2Lg4kvhOrPhpGEZmSe7VAN","2Lg4kvhOrPhpGEZmSe7VAN","https://api.spotify.com/v1/audio-analysis/2Lg4kvhOrPhpGEZmSe7VAN"
"1742",2003-01-25,"Dilemma","nelly","hip hop/rap",1,33,29,49,"-16",0.482,0.234,168.134,0.186,0.221,0.0000922,4,0.729,2,289320,-11.034,0.632,0,"https://embed.spotify.com/?uri=spotify:track:6CdbQ2OMqMXy23sTLGsnO8","6CdbQ2OMqMXy23sTLGsnO8","https://api.spotify.com/v1/audio-analysis/6CdbQ2OMqMXy23sTLGsnO8"
"1743",2001-02-17,"E.I.","nelly","hip hop/rap",15,37,20,38,"-1",0.497,0.0777,89.861,0.16,0.0884,0,4,0.835,2,285907,-7.876,0.373,0,"spotify:track:703b51gh4ah7GYTYwKphj5","703b51gh4ah7GYTYwKphj5","https://api.spotify.com/v1/audio-analysis/703b51gh4ah7GYTYwKphj5"
"1744",2004-11-13,"Nasty Girl","nitty","country",87,93,9,98,"-5",0.982,0.0257,122.01,0.0463,0.0638,0.0000671,4,0.944,2,247040,-5.097,0.886,1,"spotify:track:3SDsWD5DL2acZ1BjRJObm9","3SDsWD5DL2acZ1BjRJObm9","https://api.spotify.com/v1/audio-analysis/3SDsWD5DL2acZ1BjRJObm9"
"1745",2014-11-15,"I Won't Let You Down","ok go","pop",71,0,1,71,"New",0.915,0.0351,113.986,0.105,0.0257,0,4,0.755,2,222440,-3.505,0.7,1,"https://embed.spotify.com/?uri=spotify:track:2xHlwGuBr9RXu8nlawDUka","2xHlwGuBr9RXu8nlawDUka","https://api.spotify.com/v1/audio-analysis/2xHlwGuBr9RXu8nlawDUka"
"1746",2008-10-25,"Please Excuse My Hands","plies","hip hop/rap",66,71,12,89,"-18",0.828,0.0836,124.964,0.0756,0.0229,0,4,0.698,2,264440,-5.248,0.484,0,"spotify:track:4HF6gIWAAmdDjzU59Ohd1I","4HF6gIWAAmdDjzU59Ohd1I","https://api.spotify.com/v1/audio-analysis/4HF6gIWAAmdDjzU59Ohd1I"
"1747",2016-01-30,"Under Pressure","queen","alternative/rock",29,0,16,45,"Re-Entry",0.719,0.0751,113.549,0.0457,0.523,0,4,0.666,2,243427,-7.216,0.52,1,"https://embed.spotify.com/?uri=spotify:track:3Eh33UmqyS7PGIfaNQgr0d","3Eh33UmqyS7PGIfaNQgr0d","https://api.spotify.com/v1/audio-analysis/3Eh33UmqyS7PGIfaNQgr0d"
"1748",2000-08-05,"Thong Song","sisqo","hip hop/rap",3,43,28,46,"-3",0.885,0.0657,121.54,0.0614,0.132,0.000197,4,0.701,2,253733,-6.81,0.741,1,"spotify:track:5Mmk2ii6laakqfeCT7OnVD","5Mmk2ii6laakqfeCT7OnVD","https://api.spotify.com/v1/audio-analysis/5Mmk2ii6laakqfeCT7OnVD"
"1749",2013-10-19,"Bruises","train","pop",79,95,8,98,"-3",0.791,0.232,102.963,0.0279,0.0131,0.00000683,4,0.63,2,231787,-4.497,0.491,1,"https://embed.spotify.com/?uri=spotify:track:3adeqciqrsp6PQqR0hGDC7","3adeqciqrsp6PQqR0hGDC7","https://api.spotify.com/v1/audio-analysis/3adeqciqrsp6PQqR0hGDC7"
"1750",2011-09-17,"Save Me, San Francisco","train","pop",75,75,11,100,"-25",0.946,0.616,111.998,0.0429,0.0558,0,4,0.641,2,249427,-2.694,0.889,1,"https://embed.spotify.com/?uri=spotify:track:3IEb6eoUOVEPp4wvGcBbx9","3IEb6eoUOVEPp4wvGcBbx9","https://api.spotify.com/v1/audio-analysis/3IEb6eoUOVEPp4wvGcBbx9"
"1751",2004-01-24,"Yeah","usher","hip hop/rap",14,40,3,14,"26",0.791,0.0388,105.018,0.112,0.0183,0,4,0.894,2,250373,-4.699,0.583,1,"spotify:track:5rb9QrpfcKFHM1EUbSIurX","5rb9QrpfcKFHM1EUbSIurX","https://api.spotify.com/v1/audio-analysis/5rb9QrpfcKFHM1EUbSIurX"
"1752",2004-11-13,"Yeah!","usher","hip hop/rap",1,49,45,49,"0",0.791,0.0388,105.018,0.112,0.0183,0,4,0.894,2,250373,-4.699,0.583,1,"https://embed.spotify.com/?uri=spotify:track:5rb9QrpfcKFHM1EUbSIurX","5rb9QrpfcKFHM1EUbSIurX","https://api.spotify.com/v1/audio-analysis/5rb9QrpfcKFHM1EUbSIurX"
"1753",2017-01-14,"Careless Whisper","wham!","pop",1,0,22,33,"Re-Entry",0.418,0.149,152.003,0.0297,0.261,0.622,4,0.651,2,312355,-14.651,0.745,0,"https://embed.spotify.com/?uri=spotify:track:4T5qWyPtXRIsqgq0kOi7YX","4T5qWyPtXRIsqgq0kOi7YX","https://api.spotify.com/v1/audio-analysis/4T5qWyPtXRIsqgq0kOi7YX"
"1754",2017-12-30,"Last Christmas","wham!","pop",41,0,3,44,"Re-Entry",0.478,0.355,107.682,0.0293,0.189,0.00000248,4,0.735,2,262960,-12.472,0.947,1,"spotify:track:2FRnf9qhLbvw8fu4IBXx78","2FRnf9qhLbvw8fu4IBXx78","https://api.spotify.com/v1/audio-analysis/2FRnf9qhLbvw8fu4IBXx78"
"1755",2018-05-05,"Wake Me Up!","Avicii","edm",4,0,54,34,"Re-Entry",0.784,0.171,124.102,0.0524,0.00346,0.00187,4,0.518,2,247427,-5.659,0.588,1,"spotify:track:4h8VwCb1MTGoLKueQ1WgbD","4h8VwCb1MTGoLKueQ1WgbD","https://api.spotify.com/v1/audio-analysis/4h8VwCb1MTGoLKueQ1WgbD"
"1756",2010-10-23,"La La La","auburn","pop",51,73,13,81,"-8",0.431,0.155,85.571,0.161,0.647,0.86,4,0.557,2,87520,-15.816,0.558,1,"spotify:track:1l4q9zjaK73FQwaNdfOAoE","1l4q9zjaK73FQwaNdfOAoE","https://api.spotify.com/v1/audio-analysis/1l4q9zjaK73FQwaNdfOAoE"
"1757",2014-07-12,"Wake Me Up!","avicii","pop",4,43,53,48,"-5",0.806,0.115,124.118,0.0538,0.00389,0.000674,4,0.516,2,249693,-5.133,0.577,1,"https://embed.spotify.com/?uri=spotify:track:4QRZirU4s1f30iDHzuKncj","4QRZirU4s1f30iDHzuKncj","https://api.spotify.com/v1/audio-analysis/4QRZirU4s1f30iDHzuKncj"
"1758",2002-08-17,"My Heart Is Lost To You","brooks","edm",48,77,13,92,"-15",0.849,0.179,125.864,0.0464,0.188,0,4,0.524,2,178707,-4.634,0.453,1,"https://embed.spotify.com/?uri=spotify:track:2YWVrRgUlnOGW2MKEU4PLv","2YWVrRgUlnOGW2MKEU4PLv","https://api.spotify.com/v1/audio-analysis/2YWVrRgUlnOGW2MKEU4PLv"
"1759",2000-10-14,"You'll Always Be Loved By Me","brooks","edm",55,100,19,98,"2",0.658,0.294,103.12,0.0258,0.2,0.0000249,4,0.672,2,181840,-6.563,0.569,1,"spotify:track:1migZXJuB0tB2pFucCtEm5","1migZXJuB0tB2pFucCtEm5","https://api.spotify.com/v1/audio-analysis/1migZXJuB0tB2pFucCtEm5"
"1760",2004-06-12,"One Call Away","chingy","hip hop/rap",2,48,20,62,"-14",0.821,0.231,162.519,0.183,0.0918,0,4,0.764,2,276596,-5.919,0.962,1,"https://embed.spotify.com/?uri=spotify:track:0UNTBB02C1aB55Fu4H63qd","0UNTBB02C1aB55Fu4H63qd","https://api.spotify.com/v1/audio-analysis/0UNTBB02C1aB55Fu4H63qd"
